,name,species,year,city,count
22485,GENE,cat,2019,Seattle,1.0
22486,BASIL,cat,2019,Seattle,1.0
22487,PEPPER,cat,2019,Seattle,1.0
22488,CHARLIE,cat,2019,Seattle,1.0
22489,BLAZE,cat,2019,Seattle,1.0
22490,PUTTY,cat,2019,Seattle,1.0
22491,LUCY,cat,2019,Seattle,1.0
22492,SWEET PEA,cat,2019,Seattle,1.0
22493,LUNA,cat,2019,Seattle,1.0
22494,KATANA,cat,2019,Seattle,1.0
22495,RABIES,cat,2019,Seattle,1.0
22496,ROMEO,cat,2019,Seattle,1.0
22497,MEEKA,cat,2019,Seattle,1.0
22498,BUDDY,cat,2019,Seattle,1.0
22499,ASH,cat,2019,Seattle,1.0
22500,SANSA,cat,2019,Seattle,1.0
22501,ARTOO,cat,2019,Seattle,1.0
22502,ADONISSA,cat,2019,Seattle,1.0
22503,MAE LAO,cat,2019,Seattle,1.0
22504,HARLEY,cat,2019,Seattle,1.0
22505,FIONA,cat,2019,Seattle,1.0
22506,MAPLE,cat,2019,Seattle,1.0
22507,AURORA,cat,2019,Seattle,1.0
22508,BALLIE,cat,2019,Seattle,1.0
22509,LUCY,cat,2019,Seattle,1.0
22510,GRACIE,cat,2019,Seattle,1.0
22511,LEON,cat,2019,Seattle,1.0
22512,CAMMIE,cat,2019,Seattle,1.0
22513,FROSTIE,cat,2019,Seattle,1.0
22514,TIMMY,cat,2019,Seattle,1.0
22515,SALEM,cat,2019,Seattle,1.0
22516,BUTTERCUP,cat,2019,Seattle,1.0
22517,LAUREN,cat,2019,Seattle,1.0
22518,OSCAR,cat,2019,Seattle,1.0
22519,PEANUT,cat,2019,Seattle,1.0
22520,GINGER,cat,2019,Seattle,1.0
22521,WHISKEY,cat,2019,Seattle,1.0
22522,CEDAR,cat,2019,Seattle,1.0
22523,OLIVE,cat,2019,Seattle,1.0
22524,PENNY,cat,2019,Seattle,1.0
22525,PIPPI,cat,2019,Seattle,1.0
22526,DIAVOLINO,cat,2019,Seattle,1.0
22527,PEPE,cat,2019,Seattle,1.0
22528,BANSHEE,cat,2019,Seattle,1.0
22529,MOGWAI,cat,2019,Seattle,1.0
22530,PASCAL,cat,2019,Seattle,1.0
22531,MOUSE,cat,2019,Seattle,1.0
22532,JOLENE,cat,2019,Seattle,1.0
22533,REESE,cat,2019,Seattle,1.0
22534,OLLIE,cat,2019,Seattle,1.0
22535,BOO,cat,2019,Seattle,1.0
22536,BABY,cat,2019,Seattle,1.0
22537,TIARA,cat,2019,Seattle,1.0
22538,PRINCE,cat,2019,Seattle,1.0
22539,NIKITA,cat,2019,Seattle,1.0
22540,MACEO,cat,2019,Seattle,1.0
22541,MONKEY,cat,2019,Seattle,1.0
22542,IZZY,cat,2019,Seattle,1.0
22543,CLEO,cat,2019,Seattle,1.0
22544,VIOLA,cat,2019,Seattle,1.0
22545,WIDOW,cat,2019,Seattle,1.0
22546,OTIS,cat,2019,Seattle,1.0
22547,ARTEMIS,cat,2019,Seattle,1.0
22548,MUUS,cat,2019,Seattle,1.0
22549,JAY JAY,cat,2019,Seattle,1.0
22550,NORMAN,cat,2019,Seattle,1.0
22551,WILLOW,cat,2019,Seattle,1.0
22552,MINA,cat,2019,Seattle,1.0
22553,WINNIE BABY,cat,2019,Seattle,1.0
22554,LILLY,cat,2019,Seattle,1.0
22555,EDDY,cat,2019,Seattle,1.0
22556,ROCKY,cat,2019,Seattle,1.0
22557,ROSE A40195846,cat,2019,Seattle,1.0
22558,MISS PENELOPE,cat,2019,Seattle,1.0
22559,POPPY,cat,2019,Seattle,1.0
22560,RUDY,cat,2019,Seattle,1.0
22561,EVA,cat,2019,Seattle,1.0
22562,JONES,cat,2019,Seattle,1.0
22563,SYDNEY,cat,2019,Seattle,1.0
22564,OLIVER,cat,2019,Seattle,1.0
22565,VINCENT,cat,2019,Seattle,1.0
22566,FLOWER,cat,2019,Seattle,1.0
22567,WILLOW,cat,2019,Seattle,1.0
22568,ATHENIA,cat,2019,Seattle,1.0
22569,HARPER,cat,2019,Seattle,1.0
22570,ARTHUR,cat,2019,Seattle,1.0
22571,RIVER,cat,2019,Seattle,1.0
22572,CHARLIE,cat,2019,Seattle,1.0
22573,PAPRIKA,cat,2019,Seattle,1.0
22574,OLIVER,cat,2019,Seattle,1.0
22575,LEO,cat,2019,Seattle,1.0
22576,SHIVA,cat,2019,Seattle,1.0
22577,SAGE,cat,2019,Seattle,1.0
22578,HAZEL,cat,2019,Seattle,1.0
22579,BUTTON,cat,2019,Seattle,1.0
22580,WILLOW,cat,2019,Seattle,1.0
22581,BIGGLES,cat,2019,Seattle,1.0
22582,SNOWMAN,cat,2019,Seattle,1.0
22583,COLE,cat,2019,Seattle,1.0
22584,PORTER,cat,2019,Seattle,1.0
22585,CONAN,cat,2019,Seattle,1.0
22586,GANDALF,cat,2019,Seattle,1.0
22587,BABY ORANGE,cat,2019,Seattle,1.0
22588,BEBE,cat,2019,Seattle,1.0
22589,ANISETTE,cat,2019,Seattle,1.0
22590,LIL FELLA,cat,2019,Seattle,1.0
22591,AGAVE,cat,2019,Seattle,1.0
22592,MILO,cat,2019,Seattle,1.0
22593,MOOZIE,cat,2019,Seattle,1.0
22594,OTTO,cat,2019,Seattle,1.0
22595,SASHA,cat,2019,Seattle,1.0
22596,NORMA,cat,2019,Seattle,1.0
22597,DESMOND,cat,2019,Seattle,1.0
22598,HENRI,cat,2019,Seattle,1.0
22599,GUACAMEOWLE,cat,2019,Seattle,1.0
22600,OLIVE,cat,2019,Seattle,1.0
22601,PADME,cat,2019,Seattle,1.0
22602,PRISCILLA,cat,2019,Seattle,1.0
22603,ROSIE,cat,2019,Seattle,1.0
22604,TOOTSIE,cat,2019,Seattle,1.0
22605,TIPPEE,cat,2019,Seattle,1.0
22606,CHOCHO,cat,2019,Seattle,1.0
22607,MR. MUDGE,cat,2019,Seattle,1.0
22608,ALBI,cat,2019,Seattle,1.0
22609,BETSY,cat,2019,Seattle,1.0
22610,KONA,cat,2019,Seattle,1.0
22611,MARTOK,cat,2019,Seattle,1.0
22612,MEOWS,cat,2019,Seattle,1.0
22613,COCO,cat,2019,Seattle,1.0
22614,LE BETTE,cat,2019,Seattle,1.0
22615,HEX,cat,2019,Seattle,1.0
22616,REILLY,cat,2019,Seattle,1.0
22617,MURPHY,cat,2019,Seattle,1.0
22618,FOO FOO,cat,2019,Seattle,1.0
22619,PATA,cat,2019,Seattle,1.0
22620,FREYJA,cat,2019,Seattle,1.0
22621,NALINI,cat,2019,Seattle,1.0
22622,OLIVIA,cat,2019,Seattle,1.0
22623,ABBY,cat,2019,Seattle,1.0
22624,CHAIRMAN MEOW,cat,2019,Seattle,1.0
22625,PONYO,cat,2019,Seattle,1.0
22626,PEACH,cat,2019,Seattle,1.0
22627,MISTER FLUFFY,cat,2019,Seattle,1.0
22628,RAVEN,cat,2019,Seattle,1.0
22629,SAGE,cat,2019,Seattle,1.0
22630,SENORITA,cat,2019,Seattle,1.0
22631,TOAST,cat,2019,Seattle,1.0
22632,BARRY,cat,2019,Seattle,1.0
22633,KENJI,cat,2019,Seattle,1.0
22634,QUINCY,cat,2019,Seattle,1.0
22635,SHERWIN,cat,2019,Seattle,1.0
22636,SNOOP,cat,2019,Seattle,1.0
22637,TRUFFLES,cat,2019,Seattle,1.0
22638,TAFFY,cat,2019,Seattle,1.0
22639,TAZO,cat,2019,Seattle,1.0
22640,WINSTON,cat,2019,Seattle,1.0
22641,LOKI,cat,2019,Seattle,1.0
22642,MOLLY,cat,2019,Seattle,1.0
22643,COCONUT,cat,2019,Seattle,1.0
22644,KEESHAM,cat,2019,Seattle,1.0
22645,THEO,cat,2019,Seattle,1.0
22646,RILEY,cat,2019,Seattle,1.0
22647,EMBER,cat,2019,Seattle,1.0
22648,SALLY,cat,2019,Seattle,1.0
22649,FUR BALL,cat,2019,Seattle,1.0
22650,LOLA,cat,2019,Seattle,1.0
22651,VENUS,cat,2019,Seattle,1.0
22652,KIKO,cat,2019,Seattle,1.0
22653,DUSTY,cat,2019,Seattle,1.0
22654,DEXTER,cat,2019,Seattle,1.0
22655,MAGGIE,cat,2019,Seattle,1.0
22656,BOO BOO,cat,2019,Seattle,1.0
22657,SILKY,cat,2019,Seattle,1.0
22658,OLIVER,cat,2019,Seattle,1.0
22659,OTIS,cat,2019,Seattle,1.0
22660,SHANOAH,cat,2019,Seattle,1.0
22661,JARETH,cat,2019,Seattle,1.0
22662,VIATRIX SPOOK NOODLE,cat,2019,Seattle,1.0
22663,JACK BLACK,cat,2019,Seattle,1.0
22664,BELA,cat,2019,Seattle,1.0
22665,PURRSEPHONE,cat,2019,Seattle,1.0
22666,DOLTON,cat,2019,Seattle,1.0
22667,PEEPERS,cat,2019,Seattle,1.0
22668,JACK,cat,2019,Seattle,1.0
22669,OLIVER,cat,2019,Seattle,1.0
22670,LUCY,cat,2019,Seattle,1.0
22671,PEPPER,cat,2019,Seattle,1.0
22672,OLIVER,cat,2019,Seattle,1.0
22673,COLBY,cat,2019,Seattle,1.0
22674,TATUM,cat,2019,Seattle,1.0
22675,CALI,cat,2019,Seattle,1.0
22676,HANNAH,cat,2019,Seattle,1.0
22677,SUNDAE,cat,2019,Seattle,1.0
22678,BESSIE,cat,2019,Seattle,1.0
22679,MABEL,cat,2019,Seattle,1.0
22680,ZOOEY,cat,2019,Seattle,1.0
22681,DUKE,cat,2019,Seattle,1.0
22682,SNICKERS,cat,2019,Seattle,1.0
22683,JACK,cat,2019,Seattle,1.0
22684,NATASHA,cat,2019,Seattle,1.0
22685,BILLY,cat,2019,Seattle,1.0
22686,CHARLIE,cat,2019,Seattle,1.0
22687,"LEIA, PRINCESS",cat,2019,Seattle,1.0
22688,NOD,cat,2019,Seattle,1.0
22689,V,cat,2019,Seattle,1.0
22690,OREO,cat,2019,Seattle,1.0
22691,FITZGERALD,cat,2019,Seattle,1.0
22692,JOSIE,cat,2019,Seattle,1.0
22693,EDDIE,cat,2019,Seattle,1.0
22694,ARBOR,cat,2019,Seattle,1.0
22695,POPPY,cat,2019,Seattle,1.0
22696,REGINALD,cat,2019,Seattle,1.0
22697,JINXY,cat,2019,Seattle,1.0
22698,SID,cat,2019,Seattle,1.0
22699,WHEEZY,cat,2019,Seattle,1.0
22700,MITZI,cat,2019,Seattle,1.0
22701,SPARKY,cat,2019,Seattle,1.0
22702,JESSY,cat,2019,Seattle,1.0
22703,PICKLES,cat,2019,Seattle,1.0
22704,GILBERT,cat,2019,Seattle,1.0
22705,HIRO,cat,2019,Seattle,1.0
22706,HERA,cat,2019,Seattle,1.0
22707,BARTHOLOMEW,cat,2019,Seattle,1.0
22708,BOBBIE,cat,2019,Seattle,1.0
22709,TOBIAS,cat,2019,Seattle,1.0
22710,ROO,cat,2019,Seattle,1.0
22711,BLUE,cat,2019,Seattle,1.0
22712,BELLA,cat,2019,Seattle,1.0
22713,DIEGO,cat,2019,Seattle,1.0
22714,ALPHONSE,cat,2019,Seattle,1.0
22715,BAXTER,cat,2019,Seattle,1.0
22716,WEASLEY,cat,2019,Seattle,1.0
22717,AZURA,cat,2019,Seattle,1.0
22718,BRIE,cat,2019,Seattle,1.0
22719,COLBY,cat,2019,Seattle,1.0
22720,ELLE,cat,2019,Seattle,1.0
22721,CADEAU,cat,2019,Seattle,1.0
22722,XENA,cat,2019,Seattle,1.0
22723,MILLIE,cat,2019,Seattle,1.0
22724,NOVA,cat,2019,Seattle,1.0
22725,LUCAS,cat,2019,Seattle,1.0
22726,CHUCK,cat,2019,Seattle,1.0
22727,KOA,cat,2019,Seattle,1.0
22728,DUFFEL,cat,2019,Seattle,1.0
22729,CLEMENTINE,cat,2019,Seattle,1.0
22730,MARSHAWN,cat,2019,Seattle,1.0
22731,CHLOE,cat,2019,Seattle,1.0
22732,BUTTERSCOTCH,cat,2019,Seattle,1.0
22733,YUKIO,cat,2019,Seattle,1.0
22734,ELLIOT,cat,2019,Seattle,1.0
22735,ELIZA,cat,2019,Seattle,1.0
22736,TSAR,cat,2019,Seattle,1.0
22737,HAMILTON,cat,2019,Seattle,1.0
22738,LONDON,cat,2019,Seattle,1.0
22739,VINNIE,cat,2019,Seattle,1.0
22740,BOO,cat,2019,Seattle,1.0
22741,PIPPA,cat,2019,Seattle,1.0
22742,PEPPER,cat,2019,Seattle,1.0
22743,EVA,cat,2019,Seattle,1.0
22744,MARIE ANTOINETTE,cat,2019,Seattle,1.0
22745,UNI,cat,2019,Seattle,1.0
22746,GAUSS,cat,2019,Seattle,1.0
22747,SIMBA,cat,2019,Seattle,1.0
22748,SIMONE,cat,2019,Seattle,1.0
22749,PUKKA,cat,2019,Seattle,1.0
22750,THUMBS,cat,2019,Seattle,1.0
22751,QUINCY,cat,2019,Seattle,1.0
22752,ASHER,cat,2019,Seattle,1.0
22753,SASHA,cat,2019,Seattle,1.0
22754,FRANKLIN,cat,2019,Seattle,1.0
22755,JACK,cat,2019,Seattle,1.0
22756,LUCY,cat,2019,Seattle,1.0
22757,HAGEN,cat,2019,Seattle,1.0
22758,GATO,cat,2019,Seattle,1.0
22759,NIKO,cat,2019,Seattle,1.0
22760,MURPHY,cat,2019,Seattle,1.0
22761,MISTY MALAKO,cat,2019,Seattle,1.0
22762,BLINKY,cat,2019,Seattle,1.0
22763,CLYDE,cat,2019,Seattle,1.0
22764,ELON MEOWSK,cat,2019,Seattle,1.0
22765,DOG,cat,2019,Seattle,1.0
22766,SNOWBALL,cat,2019,Seattle,1.0
22767,AKIRA,cat,2019,Seattle,1.0
22768,PEARL,cat,2019,Seattle,1.0
22769,OVE,cat,2019,Seattle,1.0
22770,ZEUS,cat,2019,Seattle,1.0
22771,ASTON,cat,2019,Seattle,1.0
22772,MISSY,cat,2019,Seattle,1.0
22773,HOLLY,cat,2019,Seattle,1.0
22774,ZOE,cat,2019,Seattle,1.0
22775,NIHA,cat,2019,Seattle,1.0
22776,SQUIRE,cat,2019,Seattle,1.0
22777,MADDIE,cat,2019,Seattle,1.0
22778,LIBBY,cat,2019,Seattle,1.0
22779,HUNTER,cat,2019,Seattle,1.0
22780,FISHER,cat,2019,Seattle,1.0
22781,EMILY,cat,2019,Seattle,1.0
22782,STERLING,cat,2019,Seattle,1.0
22783,CIELO,cat,2019,Seattle,1.0
22784,HARLEY,cat,2019,Seattle,1.0
22785,JACK,cat,2019,Seattle,1.0
22786,TINY,cat,2019,Seattle,1.0
22787,SABLE,cat,2019,Seattle,1.0
22788,SCARLETT,cat,2019,Seattle,1.0
22789,PEACHES,cat,2019,Seattle,1.0
22790,CALLIE,cat,2019,Seattle,1.0
22791,TURNIP,cat,2019,Seattle,1.0
22792,THUNDER,cat,2019,Seattle,1.0
22793,CLOUDY,cat,2019,Seattle,1.0
22794,ALLIE,cat,2019,Seattle,1.0
22795,ANITA,cat,2019,Seattle,1.0
22796,MINXEE,cat,2019,Seattle,1.0
22797,DOMINO,cat,2019,Seattle,1.0
22798,VIOLET,cat,2019,Seattle,1.0
22799,DASH,cat,2019,Seattle,1.0
22800,SIVA,cat,2019,Seattle,1.0
22801,ELEANOR,cat,2019,Seattle,1.0
22802,FRANKLIN,cat,2019,Seattle,1.0
22803,RAMSEY,cat,2019,Seattle,1.0
22804,MIDNIGHT,cat,2019,Seattle,1.0
22805,SOPHIE,cat,2019,Seattle,1.0
22806,MILO,cat,2019,Seattle,1.0
22807,SAILOR,cat,2019,Seattle,1.0
22808,FIDELUS,cat,2019,Seattle,1.0
22809,HERO,cat,2019,Seattle,1.0
22810,JAMIE,cat,2019,Seattle,1.0
22811,LEON,cat,2019,Seattle,1.0
22812,LOKI,cat,2019,Seattle,1.0
22813,VADA,cat,2019,Seattle,1.0
22814,EMMAGRACE,cat,2019,Seattle,1.0
22815,MISTY,cat,2019,Seattle,1.0
22816,ATLAS,cat,2019,Seattle,1.0
22817,ROBERT,cat,2019,Seattle,1.0
22818,WREN,cat,2019,Seattle,1.0
22819,MO KITTY,cat,2019,Seattle,1.0
22820,POSIE,cat,2019,Seattle,1.0
22821,RASCAL,cat,2019,Seattle,1.0
22822,CHARLOTTE,cat,2019,Seattle,1.0
22823,BLAKELY,cat,2019,Seattle,1.0
22824,TULLY,cat,2019,Seattle,1.0
22825,GUS VAN CAT,cat,2019,Seattle,1.0
22826,BUSTER,cat,2019,Seattle,1.0
22827,ELLIE,cat,2019,Seattle,1.0
22828,FITZ,cat,2019,Seattle,1.0
22829,BETTY,cat,2019,Seattle,1.0
22830,YAMAGUCHI,cat,2019,Seattle,1.0
22831,SUKI,cat,2019,Seattle,1.0
22832,MONTY,cat,2019,Seattle,1.0
22833,CALVIN,cat,2019,Seattle,1.0
22834,HARLEY,cat,2019,Seattle,1.0
22835,WILL,cat,2019,Seattle,1.0
22836,STEVIE,cat,2019,Seattle,1.0
22837,PEREGRINE,cat,2019,Seattle,1.0
22838,ATHENA,cat,2019,Seattle,1.0
22839,RUBY,cat,2019,Seattle,1.0
22840,OSCAR,cat,2019,Seattle,1.0
22841,SAISA,cat,2019,Seattle,1.0
22842,RAISA,cat,2019,Seattle,1.0
22843,HARLOW,cat,2019,Seattle,1.0
22844,GRACE,cat,2019,Seattle,1.0
22845,JAVA,cat,2019,Seattle,1.0
22846,MANNY,cat,2019,Seattle,1.0
22847,MAIZE,cat,2019,Seattle,1.0
22848,CHUBBS,cat,2019,Seattle,1.0
22849,DRAVEN (APEX),cat,2019,Seattle,1.0
22850,CORTADO,cat,2019,Seattle,1.0
22851,WAIFER,cat,2019,Seattle,1.0
22852,FLASH,cat,2019,Seattle,1.0
22853,ALICE,cat,2019,Seattle,1.0
22854,MOXIE,cat,2019,Seattle,1.0
22855,BUBBA,cat,2019,Seattle,1.0
22856,BUTCH,cat,2019,Seattle,1.0
22857,CHLOE,cat,2019,Seattle,1.0
22858,STAR,cat,2019,Seattle,1.0
22859,LEFTY,cat,2019,Seattle,1.0
22860,ANNABELLE,cat,2019,Seattle,1.0
22861,DR. JEKYLL,cat,2019,Seattle,1.0
22862,ELSIE,cat,2019,Seattle,1.0
22863,OZZIE,cat,2019,Seattle,1.0
22864,ZEUS,cat,2019,Seattle,1.0
22865,JANE,cat,2019,Seattle,1.0
22866,HYPER,cat,2019,Seattle,1.0
22867,GEORGE,cat,2019,Seattle,1.0
22868,CAPRI,cat,2019,Seattle,1.0
22869,GRIZ,cat,2019,Seattle,1.0
22870,SHEBA,cat,2019,Seattle,1.0
22871,TRIBBLE,cat,2019,Seattle,1.0
22872,MILO,cat,2019,Seattle,1.0
22873,BELLA,cat,2019,Seattle,1.0
22874,FLUFFY,cat,2019,Seattle,1.0
22875,SIMBA,cat,2019,Seattle,1.0
22876,PERSEUS,cat,2019,Seattle,1.0
22877,STORM,cat,2019,Seattle,1.0
22878,OLIVER,cat,2019,Seattle,1.0
22879,MILO,cat,2019,Seattle,1.0
22880,CASPER,cat,2019,Seattle,1.0
22881,KILLER QUEEN,cat,2019,Seattle,1.0
22882,GEORGE MICHAEL,cat,2019,Seattle,1.0
22883,KUDO,cat,2019,Seattle,1.0
22884,DOODLE,cat,2019,Seattle,1.0
22885,CARMEN,cat,2019,Seattle,1.0
22886,RONY,cat,2019,Seattle,1.0
22887,HUNCA,cat,2019,Seattle,1.0
22888,MISS MOLLY,cat,2019,Seattle,1.0
22889,LEO,cat,2019,Seattle,1.0
22890,GINGER,cat,2019,Seattle,1.0
22891,REILLY,cat,2019,Seattle,1.0
22892,RHODA,cat,2019,Seattle,1.0
22893,NATASHA,cat,2019,Seattle,1.0
22894,ISIS,cat,2019,Seattle,1.0
22895,HONEY BUNN,cat,2019,Seattle,1.0
22896,CINDER(ELLA),cat,2019,Seattle,1.0
22897,MARC,cat,2019,Seattle,1.0
22898,FRED,cat,2019,Seattle,1.0
22899,EMERICK,cat,2019,Seattle,1.0
22900,LULU,cat,2019,Seattle,1.0
22901,ROSA,cat,2019,Seattle,1.0
22902,BETOR,cat,2019,Seattle,1.0
22903,LURSA,cat,2019,Seattle,1.0
22904,CALVIN,cat,2019,Seattle,1.0
22905,OLIVE,cat,2019,Seattle,1.0
22906,MIA HAMM,cat,2019,Seattle,1.0
22907,NOMAR GARCIAPARRA,cat,2019,Seattle,1.0
22908,KEKOA,cat,2019,Seattle,1.0
22909,SOKKA,cat,2019,Seattle,1.0
22910,MOXXI,cat,2019,Seattle,1.0
22911,CHARLIE,cat,2019,Seattle,1.0
22912,BLUE,cat,2019,Seattle,1.0
22913,DEXTER,cat,2019,Seattle,1.0
22914,SADIE,cat,2019,Seattle,1.0
22915,SUIKA,cat,2019,Seattle,1.0
22916,NIKOLLA,cat,2019,Seattle,1.0
22917,BOOMER,cat,2019,Seattle,1.0
22918,MOUFETTE,cat,2019,Seattle,1.0
22919,STEVIE NICKS,cat,2019,Seattle,1.0
22920,TOULOUSE,cat,2019,Seattle,1.0
22921,LUNA,cat,2019,Seattle,1.0
22922,LUNA,cat,2019,Seattle,1.0
22923,GEORGE,cat,2019,Seattle,1.0
22924,FRED,cat,2019,Seattle,1.0
22925,BOSCO,cat,2019,Seattle,1.0
22926,BUBBLES,cat,2019,Seattle,1.0
22927,JACK,cat,2019,Seattle,1.0
22928,SPEZI,cat,2019,Seattle,1.0
22929,RUDY,cat,2019,Seattle,1.0
22930,PAUL,cat,2019,Seattle,1.0
22931,TIGER,cat,2019,Seattle,1.0
22932,ALPHA,cat,2019,Seattle,1.0
22933,TOTO,cat,2019,Seattle,1.0
22934,BEEFY,cat,2019,Seattle,1.0
22935,MIETTE,cat,2019,Seattle,1.0
22936,SYDNEY,cat,2019,Seattle,1.0
22937,BATMAN,cat,2019,Seattle,1.0
22938,SAM,cat,2019,Seattle,1.0
22939,TUBS,cat,2019,Seattle,1.0
22940,SWEETIE,cat,2019,Seattle,1.0
22941,ALISTER,cat,2019,Seattle,1.0
22942,QUINN,cat,2019,Seattle,1.0
22943,FRANCIS,cat,2019,Seattle,1.0
22944,MARLA,cat,2019,Seattle,1.0
22945,TIBERIUS,cat,2019,Seattle,1.0
22946,SHADOW,cat,2019,Seattle,1.0
22947,BUFFY,cat,2019,Seattle,1.0
22948,OLLIE BEAR,cat,2019,Seattle,1.0
22949,IRWIN,cat,2019,Seattle,1.0
22950,LUCIE,cat,2019,Seattle,1.0
22951,BLACKROSE,cat,2019,Seattle,1.0
22952,GEMMA,cat,2019,Seattle,1.0
22953,CELESTE,cat,2019,Seattle,1.0
22954,WILLY,cat,2019,Seattle,1.0
22955,LILY,cat,2019,Seattle,1.0
22956,RIVER,cat,2019,Seattle,1.0
22957,FRANCISCO,cat,2019,Seattle,1.0
22958,EMILY,cat,2019,Seattle,1.0
22959,RUBY,cat,2019,Seattle,1.0
22960,BURT,cat,2019,Seattle,1.0
22961,ZOE,cat,2019,Seattle,1.0
22962,BINKY,cat,2019,Seattle,1.0
22963,THEO,cat,2019,Seattle,1.0
22964,GUSTAV,cat,2019,Seattle,1.0
22965,OLLIE,cat,2019,Seattle,1.0
22966,MINNA,cat,2019,Seattle,1.0
22967,MINETTE,cat,2019,Seattle,1.0
22968,NATHANIEL,cat,2019,Seattle,1.0
22969,MELODY,cat,2019,Seattle,1.0
22970,MICHAEL,cat,2019,Seattle,1.0
22971,KIT KAT,cat,2019,Seattle,1.0
22972,KEIKO,cat,2019,Seattle,1.0
22973,ZIGGY STARDUST,cat,2019,Seattle,1.0
22974,ZOE,cat,2019,Seattle,1.0
22975,PIP,cat,2019,Seattle,1.0
22976,GRAYSON,cat,2019,Seattle,1.0
22977,DORA,cat,2019,Seattle,1.0
22978,AVA,cat,2019,Seattle,1.0
22979,CHARLIE,cat,2019,Seattle,1.0
22980,MILO,cat,2019,Seattle,1.0
22981,PEANUT,cat,2019,Seattle,1.0
22982,STEWIE,cat,2019,Seattle,1.0
22983,FLOYD,cat,2019,Seattle,1.0
22984,VERONICA,cat,2019,Seattle,1.0
22985,CAMILLE,cat,2019,Seattle,1.0
22986,GRAYSON,cat,2019,Seattle,1.0
22987,CHESTER,cat,2019,Seattle,1.0
22988,AUGUSTA,cat,2019,Seattle,1.0
22989,NALA,cat,2019,Seattle,1.0
22990,OBLIA,cat,2019,Seattle,1.0
22991,GORDON,cat,2019,Seattle,1.0
22992,LEFTY,cat,2019,Seattle,1.0
22993,SKYY,cat,2019,Seattle,1.0
22994,WREN,cat,2019,Seattle,1.0
22995,MISS CUDDLY COCOMINA,cat,2019,Seattle,1.0
22996,JANET,cat,2019,Seattle,1.0
22997,ARYA,cat,2019,Seattle,1.0
22998,WILLOW,cat,2019,Seattle,1.0
22999,SQUASH,cat,2019,Seattle,1.0
23000,SISTER,cat,2019,Seattle,1.0
23001,OWEN VANDERMITTENS,cat,2019,Seattle,1.0
23002,BRUISER,cat,2019,Seattle,1.0
23003,DESMOND GELTZ,cat,2019,Seattle,1.0
23004,SMUDGE,cat,2019,Seattle,1.0
23005,GANDALF,cat,2019,Seattle,1.0
23006,MERLIN,cat,2019,Seattle,1.0
23007,DOBBY,cat,2019,Seattle,1.0
23008,KAYLEE,cat,2019,Seattle,1.0
23009,FRANCIS,cat,2019,Seattle,1.0
23010,WHISPER,cat,2019,Seattle,1.0
23011,CAPRI,cat,2019,Seattle,1.0
23012,ELI,cat,2019,Seattle,1.0
23013,JASPER,cat,2019,Seattle,1.0
23014,LILY,cat,2019,Seattle,1.0
23015,BOOBOO KITTY,cat,2019,Seattle,1.0
23016,CALICO,cat,2019,Seattle,1.0
23017,ROCKY,cat,2019,Seattle,1.0
23018,MOSHI,cat,2019,Seattle,1.0
23019,MIRACLE,cat,2019,Seattle,1.0
23020,BORIS,cat,2019,Seattle,1.0
23021,IVAN,cat,2019,Seattle,1.0
23022,OLLIE,cat,2019,Seattle,1.0
23023,SPARKY,cat,2019,Seattle,1.0
23024,CLIMBER,cat,2019,Seattle,1.0
23025,SNOW FLAKE,cat,2019,Seattle,1.0
23026,CLOVER,cat,2019,Seattle,1.0
23027,ELIZABETH,cat,2019,Seattle,1.0
23028,LUCY,cat,2019,Seattle,1.0
23029,ROGER,cat,2019,Seattle,1.0
23030,HOSS,cat,2019,Seattle,1.0
23031,STACCATO,cat,2019,Seattle,1.0
23032,TEXAS,cat,2019,Seattle,1.0
23033,SHADOW,cat,2019,Seattle,1.0
23034,PAUL,cat,2019,Seattle,1.0
23035,MAXIMUS,cat,2019,Seattle,1.0
23036,ROSIE,cat,2019,Seattle,1.0
23037,TABBYTHA,cat,2019,Seattle,1.0
23038,SPRINKLES,cat,2019,Seattle,1.0
23039,COCO,cat,2019,Seattle,1.0
23040,"SCOOTS ""BUB"" PATTERSON",cat,2019,Seattle,1.0
23041,NINJA,cat,2019,Seattle,1.0
23042,EMMA,cat,2019,Seattle,1.0
23043,KITTY KITTY,cat,2019,Seattle,1.0
23044,FOGGY,cat,2019,Seattle,1.0
23045,MAMA,cat,2019,Seattle,1.0
23046,BLAZER,cat,2019,Seattle,1.0
23047,BELLA,cat,2019,Seattle,1.0
23048,WORF,cat,2019,Seattle,1.0
23049,TOBIAS,cat,2019,Seattle,1.0
23050,MILES,cat,2019,Seattle,1.0
23051,SQUEAKY,cat,2019,Seattle,1.0
23052,ROSE,cat,2019,Seattle,1.0
23053,MAMIE,cat,2019,Seattle,1.0
23054,KIZZIE,cat,2019,Seattle,1.0
23055,LIZA,cat,2019,Seattle,1.0
23056,MILLIE,cat,2019,Seattle,1.0
23057,SCULLY,cat,2019,Seattle,1.0
23058,PANTHER,cat,2019,Seattle,1.0
23059,STELLA,cat,2019,Seattle,1.0
23060,BETTY,cat,2019,Seattle,1.0
23061,HUMBOLDT,cat,2019,Seattle,1.0
23062,JACQUET,cat,2019,Seattle,1.0
23063,BHA BUU,cat,2019,Seattle,1.0
23064,ROCKY,cat,2019,Seattle,1.0
23065,CHARLEY,cat,2019,Seattle,1.0
