Zeitpunkt,Kanton,Ort,Höhe,Expo,Aktivität,Gef. Stufe,erfasst,verschüttet,gestorben
24/2/2013,VS,Simplon / Brig-Glis,2680,E,1,2,1,0,0
25/2/2013,VS,Simplon,2340,SE,1,3,1,0,0
25/2/2013,OW,Engelberg,2150,NE,1,(2),1,0,0
26/2/2013,BE,Kandersteg,0,,1,2,1,0,0
28/2/2013,VD,Ormont-Dessous,1990,NE,1,(2),1,0,0
28/2/2013,VS,Evolène,3500,W,1,2,1,0,0
28/2/2013,VS,Miège,0,,1,2,1,0,0
2/3/2013,VS,Savièse,2900,SW,1,2,1,0,0
2/3/2013,VS,Champéry,0,,2,2,1,0,0
4/3/2013,GR,Tavetsch/Tujetsch,1890,SE,1,1↗︎2,1,1,1
4/3/2013,OW,Engelberg,1700,N,1,1↗︎2,1,0,0
5/3/2013,SG,Sevelen,1820,NE,1,2↗︎3,2,0,0
5/3/2013,UR,Andermatt,1900,E,,2↗︎3,1,0,0
6/3/2013,BE,Kandersteg / Adelboden,0,,,2,1,0,0
6/3/2013,SG,Quarten,2150,NW,2,2,1,0,0
7/3/2013,VS,Bourg-Saint-Pierre,2150,NW,1,2,2,0,0
8/3/2013,GR,Davos,0,,,2,1,0,0
9/3/2013,VS,Saas-Almagell,2200,W,1,2,1,0,0
16/3/2013,BE,Kandersteg,2750,W,1,2,3,0,0
16/3/2013,GR,S-chanf,2980,E,1,2,1,0,0
16/3/2013,GR,Pigniu,2900,E,1,2,1,0,0
16/3/2013,VS,Champéry,2340,NW,1,2,3,0,0
16/3/2013,GR,Klosters-Serneus,2600,SW,1,2,1,0,0
16/3/2013,VS,Orsières,3450,NW,1,2,1,0,0
16/3/2013,GR,Susch,2740,E,1,2,1,0,0
17/3/2013,VS,Ayer,0,E,,2,3,0,0
17/3/2013,VD,Bex,2600,NE,1,2,1,0,0
18/3/2013,GR,S-chanf,2960,NW,1,2,2,1,0
18/3/2013,UR,Spiringen / Unterschächen,2200,N,1,3,1,0,0
19/3/2013,VS,Conthey,2380,SE,1,3,3,0,0
19/3/2013,GR,Falera / Ruschein / Ladin,0,,,2,1,0,0
19/3/2013,VS,Trient,2065,N,2,3,1,1,1
19/3/2013,VS,Nendaz,0,,2,3,1,0,0
21/3/2013,BE,Adelboden,1775,N,3,(3),2,0,0
21/3/2013,GR,Disentis/Mustér,2820,SE,2,2,5,2,1
21/3/2013,GR,Klosters-Serneus,2670,SW,1,2,3,1,0
22/3/2013,GR,Tavetsch/Tujetsch,2560,NW,1,3,1,0,0
23/3/2013,GR,Susch,3060,NE,1,3,2,1,0
23/3/2013,GR,Samedan,3070,NE,1,3,1,0,0
23/3/2013,BE,Reichenbach im Kandertal,1880,N,1,(3),1,0,0
23/3/2013,VS,Hérémence,2900,N,1,3,1,0,0
24/3/2013,BE,Innertkirchen,0,,1,2,5,0,0
24/3/2013,VS,Anniviers,0,,,3,1,0,0
27/3/2013,GR,Val Müstair,2850,N,,2,2,1,0
29/3/2013,AI,Schwende,2450,SE,,2,1,0,0
29/3/2013,GR,Poschiavo,2370,W,1,2,5,4,2
29/3/2013,GR,Celerina/Schlarigna,2900,N,,2,1,0,0
30/3/2013,UR,Realp,2880,SE,1,3,1,0,0
31/3/2013,GR,Poschiavo,2991,S,1,-,5,1,0
31/3/2013,VS,Täsch,3020,N,1,2,1,0,0
31/3/2013,VS,Anniviers,2610,,2,3,1,0,0
31/3/2013,VS,Evolène,2600,N,2,3,1,1,0
31/3/2013,VS,Saint-Martin,2490,N,2,3,1,1,0
1/4/2013,VS,Riddes,0,,2,3,1,0,0
1/4/2013,GR,Saas,0,,1,2,1,0,0
1/4/2013,VS,Chalais,2460,NE,1,3,1,0,0
1/4/2013,VS,Nendaz,2790,N,2,3,1,0,0
2/4/2013,VS,Nendaz,0,,2,3,1,0,0
5/4/2013,VS,Leukerbad,2390,NW,1,2,3,0,0
6/4/2013,VS,Obergoms,3340,N,1,2,3,0,0
11/4/2013,BE,Innertkirchen,3180,E,1,2,3,1,0
12/4/2013,VS,Fieschertal,3320,S,1,3,13,7,1
13/4/2013,GR,S-chanf,2910,N,1,2↗︎3,2,0,0
13/4/2013,VS,Savièse,3000,S,1,3,2,0,0
13/4/2013,UR,Realp,3200,E,1,2↗︎3,1,0,0
13/4/2013,GR,Sils im Engadin/Segl,3000,NE,1,2↗︎3,1,0,0
13/4/2013,GR,Pontresina,2625,N,1,2↗︎3,2,0,0
13/4/2013,VS,Zermatt,3380,SE,1,2↗︎3,3,0,1
14/4/2013,VS,Fieschertal,3730,S,1,3↗︎4,2,1,1
14/4/2013,VS,Salvan,2200,S,1,3↗︎4,1,0,0
14/4/2013,VS,St. Niklaus,3000,N,1,2↗︎3,1,0,0
15/4/2013,VS,Orsières,2680,SE,1,3↗︎4,3,0,0
15/4/2013,VS,Anniviers,2800,SE,1,2↗︎4,2,1,0
21/4/2013,GR,Bergün/Bravuogn,0,,1,3,1,0,0
26/4/2013,UR,Wassen,2600,N,1,1↗︎2,1,0,0
2/5/2013,VS,Evolène,3750,NW,1,3,5,4,0
13/5/2013,GR,Pontresina,3600,E,1,-,2,1,0
20/5/2013,VS,Fieschertal,3350,SW,,-,2,0,0
27/5/2013,VS,Hérémence,3420,N,1,-,4,0,0
27/5/2013,BE,Gadmen,2890,SE,1,-,1,0,0
30/6/2013,VS,Zermatt,3835,NW,1,-,5,0,0
6/11/2013,UR,Andermatt,0,SE,,-,1,0,0
28/11/2013,VS,Simplon,1950,E,1,-,1,0,0
1/12/2013,BE,Lauterbrunnen,2110,NE,1,2,2,0,0
1/12/2013,GR,Tavetsch/Tujetsch,2050,E,1,(2),1,0,0
2/12/2013,UR,Attinghausen,2280,NE,1,2,1,0,0
22/12/2013,None,None,2370,N,1,1,1,1,1
26/12/2013,VS,Zermatt,0,,3,4,2,0,0
26/12/2013,UR,Realp,1750,N,1,3,1,1,1
27/12/2013,GR,St. Moritz,3010,SE,2,3,1,1,1
27/12/2013,GR,Klosters-Serneus,2330,N,2,3,2,0,0
27/12/2013,GR,Davos,2420,NE,2,3,1,1,0
27/12/2013,GR,Vaz/Obervaz,2400,SW,2,3,1,0,0
27/12/2013,GR,Safiental,0,NE,1,3,1,1,0
27/12/2013,VS,Saas-Fee,2240,NE,2,3,1,0,0
28/12/2013,GR,Safiental,2000,NE,1,3,2,0,0
28/12/2013,GR,Klosters-Serneus,2120,N,2,3,1,0,0
29/12/2013,VS,Nendaz,2320,N,2,3,1,0,0
29/12/2013,VS,Isérables,2400,W,2,3,1,0,0
29/12/2013,BE,Adelboden,2580,NW,1,3,2,0,0
29/12/2013,VD,Ormont-Dessous,2150,NW,1,3,1,1,0
29/12/2013,VD,Bex,2050,NW,1,3,1,1,1
29/12/2013,VS,Orsières,2072,NE,1,3,1,1,1
30/12/2013,GR,Sils im Engadin/Segl,2690,NE,3,3,1,0,0
30/12/2013,GR,Sils im Engadin/Segl,2600,NW,2,3,1,1,0
30/12/2013,GR,Arosa,2400,NW,2,3,1,1,0
30/12/2013,GR,Davos,2590,E,1,3,2,1,1
30/12/2013,GR,Scuols,2150,,2,3,1,0,0
30/12/2013,VS,Grafschaft,2480,E,1,3,2,1,0
30/12/2013,GR,Lantsch/Lenz,2520,SE,2,3,1,0,0
30/12/2013,VS,Hérémence,2900,N,1,3,1,0,0
30/12/2013,VS,Orsières,2640,N,1,3,1,1,1
30/12/2013,VS,Evolène,2390,N,1,3,1,1,1
31/12/2013,GR,Davos,2580,E,2,3,1,0,0
31/12/2013,GR,Davos,2500,NE,2,3,1,0,0
31/12/2013,BE,Lauterbrunnen,2180,NE,2,3,1,0,0
31/12/2013,GR,Davos,2600,W,1,3,1,0,0
3/1/2014,VS,Nendaz,2440,NE,2,3,1,1,0
5/1/2014,GR,Silvaplana,2980,S,3,3,2,0,0
5/1/2014,VS,Nendaz,2640,N,2,3,1,1,0
5/1/2014,VS,Nendaz,2210,NE,2,3,1,1,0
5/1/2014,VS,Nendaz,2025,NW,2,3,1,0,1
5/1/2014,VS,Simplon,2580,SE,1,3,3,0,0
5/1/2014,VS,Mont-Noble,2595,NW,2,3,1,0,0
5/1/2014,TI,Bedretto,2190,S,1,3,2,1,0
5/1/2014,VS,Mont-Noble,2680,W,1,3,6,4,4
5/1/2014,VS,Bagnes,2600,W,2,3,3,0,0
7/1/2014,VS,Isérables,2400,NW,2,3,1,0,0
12/1/2014,VS,Bagnes,2700,W,2,3,1,0,0
18/1/2014,GL,Glarus,1600,NW,1,(3),2,0,0
18/1/2014,BE,Oberried am Brienzersee,1650,NW,1,2,1,0,0
18/1/2014,GL,Glarus,1900,,1,3,1,0,0
18/1/2014,SZ,Muotathal,1850,NW,,3,1,0,0
18/1/2014,GR,St. Antönien,2400,N,1,3,1,0,0
19/1/2014,VS,Fully,2660,W,1,3,2,0,0
19/1/2014,GR,Davos,2400,W,1,3,1,0,0
22/1/2014,VS,Bagnes,2500,W,2,3,1,0,0
25/1/2014,GR,Vals,2900,NE,1,3,1,0,0
25/1/2014,TI,Acquarossa,2500,SE,1,3,1,0,0
25/1/2014,TI,Dalpe/Faido,0,,1,3,4,0,0
25/1/2014,GR,Mesocco,2400,SE,1,3,1,0,0
25/1/2014,UR,Hospental,2655,E,1,3,1,0,0
25/1/2014,VS,Bagnes,3140,S,2,3,1,1,0
25/1/2014,TI,Anzonico,2270,S,1,3,1,0,0
26/1/2014,VS,Orsières,2000,NW,2,3,1,0,0
26/1/2014,GR,Tavetsch/Tujetsch,2270,NW,1,3,1,0,0
26/1/2014,FR,Val-de-Charmey,1900,,,3,2,0,0
26/1/2014,TI,Bedretto,2100,S,1,3,1,1,0
26/1/2014,TI,Bedretto,2720,SW,1,3,2,0,0
26/1/2014,VS,Chalais,2260,NE,2,3,1,0,0
27/1/2014,VS,Leytron,0,,1,3,1,0,0
27/1/2014,GR,Davos,2220,NE,2,3,1,0,0
28/1/2014,BE,Lauterbrunnen,2310,E,2,3,1,0,0
28/1/2014,GR,Klosters-Serneus,2850,W,1,3,1,0,0
29/1/2014,BE,Grindelwald,2130,SE,1,2,1,0,0
30/1/2014,BE,Boltigen,0,SW,1,(2),1,0,0
1/2/2014,VS,Ried-Brig,1970,SW,1,(3),2,0,0
1/2/2014,GR,Tavetsch/Tujetsch,2340,W,1,3,1,0,0
3/2/2014,VS,Binn,2300,SE,3,3,1,0,0
3/2/2014,GR,Nufenen,2440,NE,1,3,1,1,0
8/2/2014,GR,Vals / Nufenen,0,,1,3,2,1,0
9/2/2014,VS,Martigny-Combe,2330,NE,1,3,6,2,1
14/2/2014,GR,Falera,2232,NE,2,2,1,0,0
14/2/2014,GR,Falera,2325,SE,2,2,1,0,0
15/2/2014,VS,Bovernier,0,,1,3,1,0,0
17/2/2014,GR,Ilanz/Glion,1985,SW,2,(3),1,0,0
17/2/2014,VS,Zermatt,2800,N,,3,1,0,0
17/2/2014,VS,Nendaz,2210,NE,2,3,1,1,1
18/2/2014,VS,Anniviers,2785,NE,2,3,1,1,1
18/2/2014,BE,Diemtigen,2340,W,1,2,1,0,0
22/2/2014,GR,Davos,2810,S,1,2,2,0,0
22/2/2014,GR,Klosters-Serneus,2750,SW,1,2,1,0,0
23/2/2014,UR,Wassen,2700,N,1,2,1,0,0
23/2/2014,UR,Bürglen (UR),2175,N,1,2,1,0,0
23/2/2014,UR,Realp,3300,NE,1,2,3,1,0
23/2/2014,TI,Blenio,2500,S,1,2,6,0,0
23/2/2014,BE,Diemtigen,2330,W,1,2,1,0,0
23/2/2014,VS,Anniviers,2800,W,2,3,2,0,0
25/2/2014,GR,Davos,2680,W,1,2,1,0,0
6/3/2014,VS,Val d’Illiez,2950,W,1,2,1,0,0
8/3/2014,UR,Isenthal,2680,NE,1,2,4,0,0
8/3/2014,GR,Ferrera,2750,NE,1,2,1,0,0
14/3/2014,VS,Naters,2820,SE,3,1↗︎3,3,0,0
16/3/2014,TI,Bedretto,2680,NE,1,1↗︎3,1,0,0
16/3/2014,GR,Tavetsch/Tujetsch,2510,N,1,1↗︎2,1,0,0
17/3/2014,VS,Täsch,3570,NE,1,1↗︎3,3,2,2
19/3/2014,VS,Riddes,2350,W,2,1↗︎3,2,0,0
23/3/2014,VS,Binn,2430,S,1,3,1,0,0
29/3/2014,VD,Bex,2190,W,1,2,3,0,0
29/3/2014,VS,Champéry,0,,1,2,1,0,0
29/3/2014,VD,Bex,1780,NE,1,2,4,0,0
29/3/2014,UR,Schächental,1820,N,1,2,1,0,0
20/4/2014,VS,Evolène,2750,NE,1,2,1,0,0
28/4/2014,VS,Turtmann Unterems,2850,SW,1,3,4,0,0
29/4/2014,VD,Ormont-Dessus,2820,N,2,2,1,0,0
3/5/2014,VS,Fieschertal,3590,SE,1,3,6,0,0
4/5/2014,BE,Adelboden,2890,N,1,2,2,0,0
4/5/2014,GR / Italien,Pontresina / -,3890,SW,1,1↗︎2,1,1,0
9/5/2014,VS,Saas-Fee,3810,NE,1,-,4,0,0
18/5/2014,GR,Bergün/Bravuogn,3410,E,,-,1,0,0
18/5/2014,VS,Fieschertal,4060,S,1,-,2,0,0
21/6/2014,VS,Zermatt,4010,NE,1,-,2,0,0
14/7/2014,UR,Silenen,3200,SW,1,-,1,0,0
18/7/2014,VS,Bagnes,3600,W,1,-,2,0,0
19/7/2014,VS,Anniviers,3460,N,1,-,6,4,2
19/7/2014,VS,Bourg-Saint-Pierre,3550,SW,1,-,1,0,0
19/7/2014,VS,Zermatt,3760,S,1,-,2,1,2
4/8/2014,VS,Zermatt,3690,S,1,-,1,0,1
12/10/2014,GR,Pontresina,3400,N,1,-,2,0,0
8/11/2014,SG,Mels,2780,NE,1,2,1,1,0
16/11/2014,OW,Engelberg,2900,N,2,2,1,1,0
20/11/2014,NW,Emmetten,1850,NW,1,(2),1,0,1
23/11/2014,UR,Andermatt,2000,NW,1,(2),1,0,0
8/12/2014,VS,Simplon,3170,SE,1,2,4,0,1
13/12/2014,VS,Ried-Brig,2200,NW,1,(2),4,1,0
13/12/2014,GR,Splügen,2425,NE,1,2,3,0,0
14/12/2014,BE,Gsteig,2840,E,1,2,1,0,0
19/12/2014,VS,Simplon,2290,E,1,2,1,0,0
19/12/2014,GR,Davos,3000,N,1,2,1,0,0
20/12/2014,SG,Mels,2820,E,1,3,1,1,1
20/12/2014,TI,Bedretto,2725,S,1,2,2,1,0
20/12/2014,GR,Disentis/Mustér,2820,E,1,3,1,0,0
21/12/2014,VS,Ried-Brig,2600,NE,1,2,1,0,0
28/12/2014,VS,Lens,1940,SE,2,(4),1,1,0
28/12/2014,GR,Valsot,0,,1,2,1,0,0
30/12/2014,GR,Churwalden,0,NE,2,3,1,0,0
30/12/2014,VS,Binn,2450,SW,1,3,2,0,0
31/12/2014,GR,Celerina/Schlarigna,2500,SW,2,2,2,0,0
31/12/2014,GR,Tavetsch/Tujetsch,0,,1,3,2,0,0
31/12/2014,GR,Avers,2410,E,1,2,1,0,0
31/12/2014,GR,Bivio,2575,E,2,2,1,0,0
31/12/2014,GR,Davos,2785,SE,1,3,2,1,0
31/12/2014,GR,Zuoz / Madulain (?),2300,,1,2,1,0,0
1/1/2015,GR,Disentis/Mustér,0,E,2,3,1,1,0
1/1/2015,GR,Disentis/Mustér,2000,NE,2,3,1,0,0
1/1/2015,GR,Pontresina,2890,S,1,2,1,0,0
2/1/2015,GR,Arosa,2390,NE,2,3,2,1,0
2/1/2015,GR,Scuol,3005,E,1,2,1,0,0
2/1/2015,GR,Mathon,2620,S,1,(3),1,0,0
3/1/2015,GR,St. Moritz,2860,SE,2,3,1,0,0
4/1/2015,GR,Valsot,2730,SE,1,3,2,2,1
4/1/2015,VS,Anniviers,2513,NW,2,3,1,1,1
5/1/2015,BE,Kandersteg,2620,NE,1,3,2,0,0
5/1/2015,GR,Laax,2730,SE,2,3,1,0,0
5/1/2015,GR,Mathon,2545,E,1,3,3,0,0
6/1/2015,GR,St. Antönien,2300,W,1,3,1,0,0
6/1/2015,GR,Bivio,3050,S,1,3,1,1,1
10/1/2015,GR,Safiental,2830,SE,1,3,6,0,0
10/1/2015,TI,Bedretto,2520,SW,1,(3),1,0,0
18/1/2015,GR,Scuol,2520,E,2,3,1,0,0
18/1/2015,VS,Nendaz,2750,NE,2,3,2,0,0
18/1/2015,UR,Unterschächen,2400,S,1,3,1,0,0
18/1/2015,SZ,Riemenstalden,1800,NW,1,(3),1,0,0
18/1/2015,GR,St. Moritz,2950,SE,2,3,3,2,1
18/1/2015,VS,Nendaz,2700,NE,2,3,1,0,0
19/1/2015,VS,Evolène,2380,E,2,3,1,0,0
19/1/2015,GR,Churwalden,2620,NW,2,3,1,0,0
20/1/2015,GR,Pontresina,2600,N,2,3,2,0,0
20/1/2015,GR,St. Antönien,2630,N,2,3,1,0,0
23/1/2015,GR,St. Moritz,2720,SE,2,3,1,1,0
24/1/2015,VS,Orsières,2664,N,1,3,1,0,0
25/1/2015,GR,Davos,2370,E,1,3,1,0,0
28/1/2015,AI,Schwende,1700,NW,1,(3),1,1,0
29/1/2015,SG,Amden,1550,SE,1,(3),1,1,1
29/1/2015,VS,Riddes,2380,N,2,3,5,1,1
29/1/2015,NW,Beckenried,1755,,1,3,1,0,0
30/1/2015,VS,Val-d’Illiez,1745,,2,(4),2,1,0
30/1/2015,BE,Adelboden,1875,E,2,3,1,1,1
30/1/2015,VS,Orsières,2100,NE,2,4,2,0,0
31/1/2015,VD,Ormont-Dessous,1950,N,1,3,1,0,0
31/1/2015,VS,Riddes,2640,,2,4,2,0,0
31/1/2015,BE,Adelboden,1980,NW,2,3,1,1,1
31/1/2015,SG,Quarten,1800,N,2,3,1,0,0
31/1/2015,SG,Wildhaus-Alt St. Johann,2250,W,2,3,1,0,1
31/1/2015,BE,Lauterbrunnen,2380,E,2,3,1,1,1
31/1/2015,GR,Seewis im Prättigau,2340,E,1,3,8,7,5
31/1/2015,VS,Orsières,2350,W,2,3,1,0,0
31/1/2015,GR,St. Moritz,2820,SE,2,3,1,0,0
2/2/2015,GR,Disentis/Mustér,1970,NE,2,3,1,1,1
2/2/2015,VS,Nendaz,2740,NW,2,3,1,0,0
3/2/2015,GR,Klosters-Serneus,2160,NE,2,3,1,0,0
3/2/2015,VS,Anniviers,2780,NE,2,3,1,0,0
3/2/2015,BE,Blumenstein,2010,N,1,3,1,0,0
3/2/2015,OW,Kerns,2080,NW,2,3,1,0,0
6/2/2015,BE,Rüschegg,1910,NW,1,3,1,0,0
7/2/2015,VS,Conthey,2450,SW,1,3,1,0,0
7/2/2015,VS,Anniviers,2750,W,2,3,1,0,0
8/2/2015,VS,Staldenried,2320,N,1,3,1,1,1
9/2/2015,BE,Oberwil im Simmental,1990,E,1,2,1,0,0
9/2/2015,VS,Bourg-Saint-Pierre,2640,N,1,3,3,1,0
10/2/2015,GR,Valsot,2462,E,1,3,1,1,0
10/2/2015,GR,Val Müstair,2590,SW,1,3,1,1,1
10/2/2015,GR,Samnaun,2630,SE,2,3,1,1,0
11/2/2015,GR,Arosa,2475,W,2,3,3,0,0
14/2/2015,SZ,Riemenstalden,1980,NW,1,(2),2,0,0
20/2/2015,VS,Bettmeralp,2400,NW,1,2,1,0,0
21/2/2015,BE,Diemtigen,2364,NW,1,2,2,0,0
21/2/2015,VS,Bourg-Saint-Pierre,2500,N,1,2,5,4,4
22/2/2015,GR,Churwalden,2080,E,1,(2),2,0,0
23/2/2015,TI,Bedretto,2060,NW,1,3,1,0,0
24/2/2015,NW,Wolfenschiessen,2040,NW,1,(3),1,1,0
26/2/2015,GR,Pontresina,2650,NW,2,3,1,0,0
26/2/2015,GR,Disentis/Mustér,1970,N,2,(3),1,1,0
27/2/2015,GR,Mathon,2150,NE,1,2,1,0,0
28/2/2015,FR,Haut-Intyamon,1920,NW,1,2,1,0,0
28/2/2015,UR,Isenthal,1800,NE,1,(3),2,0,0
28/2/2015,GL,Glarus Süd,2100,S,1,(3),1,0,0
28/2/2015,VS,Bourg-Saint-Pierre,2800,W,1,2,2,0,0
28/2/2015,FR,Bas-Intyamon,1533,E,1,(2),1,0,0
1/3/2015,GR,Bergün/Bravuogn,0,NE,1,2,1,0,0
1/3/2015,GR,Vals,2740,N,1,2,1,0,0
3/3/2015,GR,Davos,0,,1,3,1,0,0
3/3/2015,VS,Lax / Fiesch (?),2300,SE,2,3,1,0,0
3/3/2015,GR,Samnaun,2550,N,2,3,1,1,1
5/3/2015,VS,Evolène,2450,N,3,3,1,0,0
5/3/2015,SG,Grabs,1740,E,1,(3),1,0,0
6/3/2015,GR,Davos,2340,SW,2,3,1,0,0
6/3/2015,GR,Arosa,2600,NW,2,3,1,0,0
6/3/2015,BE,Grindelwald,0,,1,3,1,1,0
6/3/2015,VD,Ormont-Dessus,2040,NW,1,3,2,0,0
6/3/2015,VS,Fully,2590,SW,1,3,2,0,0
6/3/2015,VS,Mont-Noble,2740,NW,1,3,1,0,0
7/3/2015,GR,Mathon,2600,E,1,3,2,0,0
11/3/2015,GR,Samnaun,2500,NW,2,2,1,0,0
11/3/2015,GR,Davos,2790,NW,1,2,1,1,0
15/3/2015,BE,Adelboden,2305,N,1,1,4,0,0
15/3/2015,OW,Engelberg,0,N,2,1,1,0,0
22/3/2015,BE,Innertkirchen,2770,E,1,1,4,0,0
27/3/2015,VS,Orsières,2820,W,1,2,2,0,0
27/3/2015,VS,Evolène,3180,SE,1,2,6,2,1
28/3/2015,UR,Wassen,2340,NE,1,(2),2,2,1
28/3/2015,VS,Bourg-Saint-Pierre,3500,W,1,2,1,0,1
28/3/2015,UR,Wassen,0,NE,1,2,1,0,0
29/3/2015,TI,Faido,2915,E,1,2,1,0,0
29/3/2015,TI,Cevio,2690,NW,1,2,3,0,0
30/3/2015,VS,Randogne,2212,E,2,3,1,0,0
30/3/2015,VS,Trient,0,,1,3,1,0,0
31/3/2015,GR,Arosa,0,,2,3,1,0,0
3/4/2015,GR,Mathon,2560,NE,1,3,1,0,0
3/4/2015,GR,Davos,2200,NE,2,3,1,0,0
3/4/2015,VS,Bagnes,3100,SW,2,3,1,0,0
3/4/2015,GR,Davos,2480,N,1,3,1,0,0
3/4/2015,GR,Vals,2700,E,1,3,2,1,0
4/4/2015,GR,Davos,2260,NE,2,3,1,1,1
5/4/2015,BE,Hasliberg,0,,2,3,1,0,0
6/4/2015,BE,Rüschegg,2030,NW,1,3,1,1,0
6/4/2015,GR,Bregaglia,2920,W,1,2,3,0,0
6/4/2015,VS,Mont-Noble,2500,NW,2,3,2,0,0
6/4/2015,VS,Mont-Noble,0,,2,3,1,0,0
6/4/2015,GR,Davos,2700,SW,1,3,2,0,0
6/4/2015,BE,Adelboden,2940,N,1,3,1,0,0
7/4/2015,GR,Bever,0,,1,2,1,0,0
7/4/2015,BE,St. Stephan,2120,NW,1,2,3,1,0
7/4/2015,GR,Avers,2750,W,1,2,1,0,0
8/4/2015,GR,Davos,2730,N,1,3,1,0,0
11/4/2015,GR,Samedan,2640,E,1,2,1,1,0
12/4/2015,VS,Mont-Noble,2980,N,1,2,4,4,2
19/4/2015,BE,Lauterbrunnen,2590,,2,2,1,0,0
24/4/2015,SG,Mels,0,,1,1↗︎2,3,0,0
29/4/2015,VS,Bourg-Saint-Pierre,3300,W,1,3,2,0,0
6/5/2015,GR,Lumnezia,2630,NE,1,txt,1,1,1
29/8/2015,VS,Saas-Fee,3500,N,2,-,1,0,0
4/10/2015,VS,Saas-Fee,3635,NE,1,-,2,0,0
24/10/2015,GR,Poschiavo,3782,E,1,-,1,0,1
25/11/2015,OW,Engelberg,2940,NW,,2,1,0,0
20/12/2015,VS,Orsières,2700,N,1,1,1,0,0
30/12/2015,BE,Adelboden,2500,NW,1,1,1,0,0
31/12/2015,BE,Adelboden,2780,NW,1,1,1,0,0
3/1/2016,GR,Laax,2970,SE,2,(3),1,0,0
3/1/2016,VS,Nendaz,3080,E,2,2,1,0,0
4/1/2016,GR,Klosters-Serneus,2230,N,2,(3),1,0,0
5/1/2016,VS,Nendaz,2610,N,2,3,1,1,0
5/1/2016,BE,Lauterbrunnen,2930,NE,2,3,1,0,0
5/1/2016,VS,Zermatt,3350,NE,2,3,1,0,0
6/1/2016,BE,Diemtigen,2600,S,1,(3),1,0,0
6/1/2016,GR,Davos,2265,N,1,3,3,0,0
7/1/2016,VD,Ormont-Dessous,2270,NE,1,3,2,0,0
9/1/2016,GR,Arosa,2740,SE,2,3,1,0,0
9/1/2016,VS,Ried-Brig,2543,NW,1,3,3,3,2
10/1/2016,BE,Kandersteg,2600,N,1,3,4,0,0
10/1/2016,VS,Anniviers,2640,NE,2,3,1,1,0
10/1/2016,VS,Bagnes,2800,SW,3,3,1,0,0
13/1/2016,GR,St. Moritz,2800,S,3,3,2,2,0
15/1/2016,VS,Nendaz,2550,E,2,3,1,1,0
15/1/2016,GR,Tavetsch/Tujetsch,1935,E,2,3,1,1,0
16/1/2016,GR,Klosters-Serneus,2175,N,2,3,1,1,0
16/1/2016,GR,Davos,2035,N,2,3,1,1,0
16/1/2016,SG,Vilters-Wangs,2410,NE,3,3,7,0,0
16/1/2016,VS,Saxon,2250,N,2,3,4,1,2
22/1/2016,VD,Bex,2160,NW,1,2,2,0,0
23/1/2016,GR,Vals,2770,SE,1,3,1,0,0
24/1/2016,VS,Anniviers,2760,N,2,3,1,0,0
24/1/2016,BE,Aeschi bei Spiez,2400,NW,1,2,3,1,1
30/1/2016,GR,Davos,2985,N,1,3,1,0,0
30/1/2016,GR,Davos,2770,NE,1,3,3,1,1
5/2/2016,VS,Nendaz,3040,NE,2,3,1,0,0
5/2/2016,OW,Engelberg,2610,NW,2,3,3,1,0
6/2/2016,VS,Zermatt,2940,N,2,3,2,1,0
7/2/2016,VS,Anniviers,2500,NW,2,3,1,1,0
8/2/2016,VS,Riddes,2400,NW,2,3,1,1,0
13/2/2016,OW,Lungern,2030,NE,2,3,2,0,0
13/2/2016,BE,Frutigen,2040,N,2,3,1,0,0
13/2/2016,UR,Isenthal,2150,S,1,(3),1,0,0
13/2/2016,VS,Val-d’Illiez,1800,SE,2,3,1,1,0
15/2/2016,VS,Leuk,2660,SE,1,3,1,0,0
16/2/2016,VS,Fully,2480,SW,1,(3),1,0,0
17/2/2016,GR,Zuoz,2520,E,1,3,1,0,0
18/2/2016,GR,Bever,3300,SE,1,(3),2,1,0
20/2/2016,TI,Bedretto,2100,N,1,2,1,0,0
20/2/2016,BE,Diemtigen,2170,W,1,2,1,0,0
20/2/2016,VD,Ormont-Dessous,2210,N,1,2,3,0,0
21/2/2016,TI,Bedretto,2570,S,1,2,3,0,0
21/2/2016,VS,Saas-Almagell,2860,SE,2,2,6,1,1
21/2/2016,VS,Bourg-Saint-Pierre,3520,SW,1,2,1,0,0
21/2/2016,VS,Unterbäch,2660,NE,1,2,1,0,0
21/2/2016,GR,Luzein,2660,E,1,3,2,0,0
21/2/2016,GR,Surses,2470,NW,1,2,3,0,0
21/2/2016,VS,Unterbäch,2640,NE,1,2,1,0,0
21/2/2016,VS,Leukerbad,2680,N,1,2,3,0,0
21/2/2016,GR,Safiental,2400,NW,1,3,2,0,0
21/2/2016,GR,Davos,2800,W,1,3,2,0,0
22/2/2016,GR,Surses,2820,NE,1,2,1,0,0
24/2/2016,UR,Realp,2180,SE,1,(2),1,0,0
26/2/2016,SG,Wildhaus-Alt St. Johann / Grabs,2090,E,2,3,1,0,0
27/2/2016,LU,Flühli,1680,NE,2,(2),1,0,0
27/2/2016,NW,Wolfenschiessen,2095,W,2,(3),1,0,0
27/2/2016,OW,Giswil,1830,NE,1,2,1,0,0
27/2/2016,VS,Nendaz,3000,E,2,3,2,0,0
27/2/2016,OW,Engelberg,0,N,2,3,1,0,0
27/2/2016,VS,Evolène,2600,NE,1,3,1,0,0
