Zeitpunkt,Kanton,Ort,Höhe,Expo,Aktivität,Gef. Stufe,erfasst,verschüttet,gestorben
13/2/2007,VD,Leysin,2000,SE,2,3,1,1,1
14/2/2007,VS,Bagnes,2300,NW,2,3,2,2,2
15/2/2007,VS,Riddes,2770,W,2,3,3,3,0
15/2/2007,BE,Hasliberg,2080,N,2,3,1,0,0
15/2/2007,GR,Samedan,2880,SW,1,3,1,0,0
15/2/2007,GR,Disentis/Mustér,2190,NE,2,(3),1,0,0
15/2/2007,GR,Davos,2580,E,2,3,1,1,0
15/2/2007,VS,Mont-Noble,0,,1,3,1,0,0
16/2/2007,BE,Adelboden,2050,N,2,2,1,0,0
16/2/2007,OW,Kerns,2220,E,1,3,1,0,0
16/2/2007,VS,Bagnes,2880,SW,3,3,3,0,0
16/2/2007,VS,Anniviers,2660,E,2,3,1,1,1
16/2/2007,GR,Sils im Engadin/Segl,2780,NW,1,3,1,0,0
17/2/2007,BE,Grindelwald,2300,E,1,2,5,0,0
17/2/2007,GR,Davos,2940,SW,1,3,1,0,0
17/2/2007,BE,Saanen,2400,NW,1,3,7,3,0
18/2/2007,VD,Ormont-Dessous,2050,W,1,2,4,0,0
19/2/2007,VS,Bourg-Saint-Pierre,2680,NE,1,2,3,0,0
19/2/2007,VS,Nendaz,2900,N,1,2,1,0,0
20/2/2007,GR,Schiers,2380,N,1,2,1,0,0
20/2/2007,VS,Bourg-Saint-Pierre,0,,1,2,1,1,0
24/2/2007,UR,Andermatt,2380,W,2,2,1,0,0
25/2/2007,GR,Davos,2700,SW,1,(2),2,0,0
27/2/2007,OW,Engelberg,0,NW,2,3,1,0,0
28/2/2007,OW,Kerns,2100,NW,2,3,1,0,0
2/3/2007,OW,Kerns,2210,NW,3,3,1,0,0
4/3/2007,VS,Bagnes,2660,W,2,3,1,0,0
4/3/2007,VS,Bagnes,2660,W,2,3,1,0,0
4/3/2007,VS,Bagnes,2650,W,2,3,1,0,0
4/3/2007,VS,Bagnes,2640,W,2,3,1,0,0
4/3/2007,GR,Nufenen,2730,E,1,3,2,0,0
4/3/2007,VS,Gampel-Bratsch,0,,1,3,1,0,0
4/3/2007,GR,Vaz/Obervaz,0,NW,2,3,1,0,0
4/3/2007,GR,Safien,0,,1,3,1,0,0
4/3/2007,GR,Scuol,2340,N,1,3,3,1,0
4/3/2007,GR,Davos,2220,NE,2,3,1,0,0
4/3/2007,GR,Samedan,2700,E,1,2,1,0,0
4/3/2007,GR,Davos,2690,W,1,3,2,0,0
4/3/2007,VD,Château-d’Œx,2400,NE,1,3,2,1,1
4/3/2007,GR,Klosters-Serneus,2440,NE,2,3,1,1,1
4/3/2007,VS,Zermatt,3220,W,2,3,1,1,1
5/3/2007,GR,Davos,2460,N,2,3,1,0,0
5/3/2007,GR,Davos,2520,NE,1,3,1,0,0
6/3/2007,VS,Nendaz,2620,NE,2,3,2,0,0
7/3/2007,GR,Ramosch,2600,E,1,3,2,1,0
8/3/2007,VS,Grimentz,3030,NW,1,3,2,0,0
9/3/2007,GR,Langwies,2590,SW,2,2,1,0,0
9/3/2007,VS,Bagnes,0,,1,2,1,0,0
9/3/2007,GR,Safien,2630,NE,1,2,2,0,0
10/3/2007,VS,Savièse,2800,NW,1,2,3,2,1
10/3/2007,VS,Bourg-Saint-Pierre,2480,N,1,2,1,1,0
11/3/2007,BE,Rüschegg,1900,N,1,2,1,0,0
11/3/2007,VS,Leukerbad,2880,SW,1,3,3,0,0
11/3/2007,GR,Davos,2640,NW,1,2,1,0,0
11/3/2007,VS,Saas-Grund,3160,NW,1,3,1,0,0
11/3/2007,VS,Evolène,3237,E,1,2,1,0,0
11/3/2007,VS,Ayent,2500,N,1,2,1,0,0
11/3/2007,GR,Davos,2340,NE,1,2,1,1,0
11/3/2007,BE,Adelboden,2700,N,1,3,1,0,0
11/3/2007,GR,Safien,2750,N,1,3,1,0,0
11/3/2007,GR,Arosa,2700,N,1,2,3,1,0
12/3/2007,VS,Wiler,2820,SW,1,2,1,0,0
12/3/2007,VS,Zermatt,2740,NW,1,2,1,1,1
18/3/2007,GR,Davos,2130,E,2,2,1,0,0
19/3/2007,VS,Martigny-Combe,2380,N,1,3,2,1,0
20/3/2007,BE,Hasliberg,1910,SW,3,3,1,0,0
24/3/2007,VS,Mollens,2460,E,2,3,4,1,1
25/3/2007,OW,Engelberg,2500,NW,2,3,1,1,1
25/3/2007,GR,Davos,2320,NE,2,2,1,0,0
25/3/2007,GR,Susch,2620,N,1,2,1,1,1
25/3/2007,BE,Lauterbrunnen,2000,N,2,3,1,0,0
26/3/2007,GR,Davos,2380,NE,2,3,1,0,0
1/4/2007,GL,Elm,1800,NE,1,(2),3,0,0
2/4/2007,GR,Molinis,2490,NE,2,2,1,0,0
4/4/2007,VS,Bourg-Saint-Pierre,3400,SW,1,2,4,0,0
6/4/2007,VS,Anniviers,2860,NW,1,2↗︎3,1,0,0
7/4/2007,GR,Davos,2520,N,2,2,1,0,0
7/4/2007,GR,Davos,2150,E,1,2,1,0,0
8/4/2007,VS,Bourg-Saint-Pierre,2600,N,1,2↗︎3,1,0,0
9/4/2007,GR,Davos,2200,E,1,2,1,0,0
12/4/2007,GR,Klosters-Serneus,2420,NW,2,1↗︎3,1,0,0
15/4/2007,GR,Avers,2300,W,1,2↗︎3,1,0,0
22/4/2007,GR,Bivio,2580,NE,1,1↗︎2,1,0,0
3/5/2007,VS,Zermatt,4100,SW,1,-,5,0,0
8/5/2007,VS,Blatten,0,,1,-,1,0,0
17/5/2007,VS,Zermatt,2990,SW,1,-,3,0,0
18/5/2007,BE,Gadmen,3200,NE,1,-,2,0,0
28/5/2007,VS,Zermatt,2900,SE,3,-,1,0,0
12/7/2007,BE,Lauterbrunnen,4000,SE,1,-,14,0,6
11/8/2007,GR,Samedan,3600,W,1,-,2,0,0
11/8/2007,VS,Zermatt,4270,W,1,-,6,0,0
14/8/2007,BE,Guttannen,0,S,1,-,2,0,0
29/11/2007,GR,Langwies,2700,N,1,2,1,0,0
1/12/2007,GR,Davos,2970,N,1,2,8,0,0
4/12/2007,FR,Grandvillard / Bas-Intyamon,1970,N,1,-,1,1,1
8/12/2007,VS,Leytron,0,,1,-,1,0,0
14/12/2007,UR,Andermatt,2750,W,1,-,1,0,0
16/12/2007,VS,Nendaz,3070,W,1,-,2,0,0
21/12/2007,GR,Davos,2370,W,2,-,1,0,0
22/12/2007,SG,Mels,2200,E,1,-,1,0,0
22/12/2007,SZ,Bürglen (UR),1955,N,1,-,1,0,0
22/12/2007,OW,Kerns,1580,SW,1,-,1,0,0
3/1/2008,GR,Tavetsch/Tujetsch,2200,NE,1,2,3,0,0
3/1/2008,BE,Lenk,2200,N,1,2,1,1,1
4/1/2008,VS,Albinen,2400,W,2,3,1,0,0
4/1/2008,SZ,Oberiberg,1970,W,1,2,1,0,0
4/1/2008,GL,Schwanden (GL),1800,NE,1,(3),1,0,0
4/1/2008,VS,Liddes,2160,NW,1,3,8,1,0
4/1/2008,SZ,Muotathal,1560,N,1,(3),2,0,0
4/1/2008,GR,Klosters-Serneus,2640,,1,2,1,1,0
4/1/2008,VS,Evolène,2880,SE,1,3,2,0,0
7/1/2008,VS,Riddes,2600,N,2,3,1,0,0
9/1/2008,GR,Stierva,2250,NE,1,3,1,0,0
11/1/2008,VS,Grimentz,0,,1,-,1,0,0
13/1/2008,GR,Pontresina,2830,SW,1,-,1,1,1
13/1/2008,VS,Zermatt,2200,NE,2,-,1,0,0
13/1/2008,GR,Klosters-Serneus,2480,W,2,-,3,2,1
13/1/2008,GR,Disentis/Mustér,2200,SE,2,-,1,0,0
13/1/2008,VS,Bourg-Saint-Pierre,2680,W,1,-,1,1,0
13/1/2008,GR,Davos,2100,W,1,-,1,0,0
13/1/2008,GR,Tschiertschen,2260,E,3,-,8,0,0
13/1/2008,VS,Zermatt,0,,2,-,1,0,0
13/1/2008,GR,Davos,2210,W,2,-,2,0,0
13/1/2008,GR,Davos,2210,NW,2,-,1,0,0
13/1/2008,BE,Adelboden,0,,1,-,1,0,0
13/1/2008,FR,Grandvillard,2200,NW,1,-,1,0,0
13/1/2008,GR,Davos,2400,NE,1,-,1,0,0
13/1/2008,SG,Grabs,1940,NE,1,-,1,0,0
14/1/2008,GR,Klosters-Serneus,0,,2,-,1,0,0
15/1/2008,GR,Zuoz,2510,N,1,-,1,1,0
15/1/2008,VS,Zermatt,2520,NE,2,-,1,1,1
17/1/2008,VS,Zermatt,2480,NW,2,-,1,0,0
18/1/2008,GR,Vals,2120,SE,2,-,2,0,0
19/1/2008,GR,Silvaplana,2450,,2,-,2,1,0
19/1/2008,GR,Fideris,2280,NW,1,-,1,1,0
19/1/2008,VS,Zermatt,3100,SW,3,-,3,1,1
21/1/2008,GR,Celerina/Schlarigna,2820,SE,2,-,1,0,0
24/1/2008,GR,Parpan,2200,W,2,-,1,0,0
25/1/2008,VS,Bagnes,3060,SW,1,-,1,0,0
31/1/2008,GR,Tschierv,2600,W,1,-,4,0,0
3/2/2008,UR,Andermatt,0,E,2,-,1,0,0
3/2/2008,SG,Wildhaus,1950,NE,1,-,1,0,0
3/2/2008,SG,Amden,1600,NW,1,-,2,0,0
7/2/2008,GR,Langwies,2700,SE,2,2,1,0,0
8/2/2008,BE,Lauterbrunnen,2380,N,2,2,1,0,0
8/2/2008,GR,Davos,2540,NW,2,2,1,0,0
9/2/2008,VS,Grimentz,2880,SW,1,(2),1,0,0
11/2/2008,GR,Davos,2180,NE,2,2,1,0,0
13/2/2008,GR,Davos,2500,NE,1,2,1,0,0
17/2/2008,FR,Jaun,2130,NW,1,1,1,0,0
23/2/2008,GR,Mesocco,2600,E,1,1↗︎2,1,0,0
24/2/2008,VS,Gampel-Bratsch / Ferden,0,,1,1↗︎2,1,0,0
27/2/2008,SG,Grabs,2000,NE,2,1,1,0,0
2/3/2008,GR,Susch,2630,N,1,3,3,0,0
2/3/2008,TI,Bedretto,2680,NW,1,3,1,0,0
2/3/2008,TI,Bedretto,2520,N,1,3,2,1,0
2/3/2008,GR,Tschierv,2550,NE,1,2,1,0,0
8/3/2008,GR,Davos,2700,W,1,2,1,0,0
10/3/2008,GR,Langwies,2380,NW,1,2,1,0,0
13/3/2008,VS,Riddes,2280,N,2,3,1,0,0
13/3/2008,VS,Ayer,2400,NE,2,3,2,2,0
14/3/2008,VS,Visperterminen,0,,1,3,1,0,0
14/3/2008,VS,Saint Martin / Evolène,2700,E,1,3,2,0,0
15/3/2008,VS,Evolène,2920,E,1,3,1,1,0
15/3/2008,VS,Grimentz,2870,E,1,2↗︎3,5,1,0
16/3/2008,GR,Susch,2660,NE,1,2↗︎3,8,4,0
17/3/2008,VS,Saint Martin / Evolène,2600,NE,2,3,1,0,0
18/3/2008,GR,Davos,2480,NE,1,2,1,0,0
18/3/2008,GR,Zuoz,2800,SW,1,2,6,1,0
18/3/2008,GR,Bergün/Bravuogn,3110,NE,1,2,1,1,1
18/3/2008,VS,Grône / Chalais,2420,NW,1,3,2,0,0
19/3/2008,GR,Tschierv,2490,NE,1,2,1,1,0
20/3/2008,VS,Ayer,2600,N,1,2,1,0,0
22/3/2008,OW,Lungern,1900,S,2,3,1,0,0
22/3/2008,BE,Zweisimmen,1780,W,2,3,1,0,0
22/3/2008,VD,Montreux,1510,,2,(3),1,1,0
22/3/2008,BE,Diemtigen,1800,SE,1,3,3,0,0
22/3/2008,GL,Luchsingen,1680,N,2,(4),1,0,0
24/3/2008,GR,Sent,2860,NW,1,2,2,0,0
25/3/2008,VS,Isérables,0,,,3,1,0,0
25/3/2008,VS,Bagnes,3320,S,1,3,5,3,0
26/3/2008,GR,Sur,3040,SW,1,3,1,0,0
28/3/2008,VS,Orsières,2470,N,1,3,1,0,0
29/3/2008,VS,Ayer,3450,S,1,2,1,0,0
29/3/2008,VS,Trient,2460,N,1,(3),1,0,0
29/3/2008,GR,Davos,2750,SW,1,2,2,0,0
29/3/2008,GR,Poschiavo,3010,E,1,2,3,1,0
29/3/2008,VS,Orsières,0,,,3,1,1,0
30/3/2008,UR,Spiringen,2480,N,1,2↗︎3,1,0,0
30/3/2008,GR,Medels im Rheinwald,2200,E,1,2,1,0,0
30/3/2008,VS,Evolène,2900,NE,1,2,1,0,0
30/3/2008,VS,Zermatt,0,,,2,1,0,0
30/3/2008,VS,Hérémence,2950,N,1,2,1,0,0
4/4/2008,NW,Wolfenschiessen,1990,NE,2,3,2,0,0
4/4/2008,GR,Davos,2610,NE,2,3,1,0,0
7/4/2008,GR,Davos,2520,NW,2,3,1,0,0
7/4/2008,GR,Langwies,2700,SE,2,3,2,0,0
8/4/2008,VS,Hérémence,3050,NE,1,2,1,0,0
8/4/2008,GR,Tschlin,2260,N,1,3,1,0,0
8/4/2008,GR,Bivio,2100,NW,1,(3),1,0,0
13/4/2008,GL,Elm,2190,S,1,(2),1,0,0
16/4/2008,GR,Poschiavo,3060,SW,1,2,4,2,1
19/4/2008,VS,Orsières,3160,NE,1,2,1,0,0
19/4/2008,VS,Bourg-Saint-Pierre,2400,N,1,2,2,0,0
19/4/2008,VS,Bourg-Saint-Pierre,2630,N,1,2,2,0,0
19/4/2008,VS,Val d’Illiez,2950,NW,1,2,3,0,1
23/4/2008,VS,Münster-Geschinen,2500,NE,1,3,1,0,0
23/4/2008,VS,Bagnes,2210,,1,3,2,0,0
28/4/2008,VS,Orsières,0,NE,1,-,2,0,0
3/5/2008,VS,Orsières,3820,NE,1,-,1,0,0
3/5/2008,AI,Schwende,1450,E,1,2↗︎3,1,0,1
4/5/2008,GL,Linthal,2040,SE,1,2↗︎3,2,0,0
6/5/2008,UR,Unterschächen,1590,S,3,1↗︎3,2,0,1
10/5/2008,VS,Orsières,0,,1,1↗︎2,2,1,0
22/6/2008,VS,Saas-Fee,0,,1,-,1,1,0
28/6/2008,BE,Kandersteg,0,,1,-,2,0,0
27/10/2008,VS,Saas-Fee / Täsch,0,,1,-,2,0,0
23/11/2008,GR,Davos,2520,N,2,3,1,0,0
24/11/2008,GR,Celerina/Schlarigna,2780,SE,3,3,1,0,0
26/11/2008,VD,Ormont-Dessous,2780,NW,2,2,1,1,1
27/11/2008,VS,Bourg-Saint-Pierre,2780,NW,1,2,1,0,0
30/11/2008,GR,Davos,2140,NW,2,3,1,0,0
2/12/2008,VS,Zermatt,2540,NW,2,3,2,0,0
5/12/2008,VS,Zermatt,0,,,3,1,0,0
7/12/2008,VS,Zermatt,2540,NW,2,3,1,0,0
8/12/2008,VS,Nendaz,2743,NE,2,3,3,1,1
8/12/2008,VS,Riddes,0,,,3,1,0,0
8/12/2008,BE,Frutigen,2200,NW,2,3,1,0,0
13/12/2008,OW,Kerns,2110,SW,2,(3),1,0,0
13/12/2008,VS,Zermatt,2700,N,2,3,2,0,0
14/12/2008,GL,Engi,2200,SE,1,(3),1,0,0
14/12/2008,VS,Saint-Gingolph,0,N,1,3,1,1,0
14/12/2008,SG,Amden,1510,N,1,(3),1,0,0
14/12/2008,VD,Château-d’Œx,2300,NW,1,3,1,0,0
14/12/2008,AI,Schwende,1570,SE,1,(3),2,0,1
14/12/2008,VS,Trient,2200,SW,1,3,3,1,1
20/12/2008,TI,Bedretto,2560,SW,1,3,4,2,0
21/12/2008,VS,Isérables,2420,W,2,2,1,0,0
21/12/2008,VS,Chandolin,2447,W,2,3,2,1,1
21/12/2008,VS,Grimentz,2800,W,2,3,1,0,0
21/12/2008,VS,Mont-Noble,0,,,3,1,0,0
22/12/2008,GR,Samnaun,2680,SE,2,3,2,1,0
22/12/2008,VS,Mont-Noble,0,,1,2,1,0,0
22/12/2008,GR,St. Moritz,2800,,2,3,1,0,0
22/12/2008,VS,Leytron,2200,NE,2,2,1,0,0
23/12/2008,GR,Silvaplana,3060,S,1,(3),1,0,0
23/12/2008,GR,Lantsch/Lenz,2840,S,2,(3),1,1,1
23/12/2008,GR,Laax,2810,E,3,2,1,0,0
24/12/2008,VS,Riederalp,0,,,2,1,0,0
26/12/2008,SG,Alt St. Johann,1730,SW,1,(2),1,0,0
1/1/2009,VD,Château-d’Œx,1900,NW,1,2,1,0,0
20/1/2009,VS,Zermatt,2250,NE,2,3,3,1,1
21/1/2009,VS,Agarn,2750,NE,2,3,1,0,0
21/1/2009,VD,Ollon,1880,E,2,3,1,0,0
22/1/2009,GR,Silvaplana,2800,N,3,3,2,0,0
22/1/2009,VS,Nendaz,2500,E,2,3,1,0,0
22/1/2009,VS,Anniviers,0,,,3,1,1,0
22/1/2009,GR,Silvaplana,2380,W,2,3,2,0,0
24/1/2009,SG,Grabs,1880,E,2,3,1,0,0
24/1/2009,SG,Grabs,1980,NE,2,3,2,0,0
24/1/2009,VS,Arbaz,0,,,4,1,0,0
25/1/2009,SZ,Unteriberg,1960,N,1,3,2,0,0
25/1/2009,GR,Klosters-Serneus,2590,,1,3,1,0,0
25/1/2009,BE,Hasliberg,2200,N,2,3,2,1,1
25/1/2009,VS,Zermatt,0,,,3,1,0,0
25/1/2009,VS,Leytron,0,,1,3,1,0,0
25/1/2009,GR,Tschiertschen,2320,E,1,3,1,0,0
25/1/2009,VS,Nendaz,2780,NE,2,3,2,1,1
28/1/2009,VS,Mont-Noble,0,,,3,1,0,0
28/1/2009,VS,Grimentz,2850,W,2,3,1,0,0
29/1/2009,VS,Riddes,2580,W,1,3,1,0,0
31/1/2009,VS,Bourg-Saint-Pierre,2800,NE,1,2,1,0,0
2/2/2009,TI,Indemini,1280,S,3,(2),1,0,0
6/2/2009,GR,Langwies,2525,N,1,2,1,0,0
6/2/2009,VS,Zermatt,2180,E,2,3,1,0,0
6/2/2009,GR,Mesocco,1690,E,2,(4),2,1,0
8/2/2009,TI,Corticiasca / (Bidogno?),1450,SE,1,(3),1,1,0
9/2/2009,VS,Troistorrents,0,,1,3,1,0,0
11/2/2009,VS,Nendaz,2240,W,1,3,4,4,3
11/2/2009,VS,Zermatt,2620,SE,2,3,1,0,0
13/2/2009,VS,Fieschertal,2560,S,1,3,2,0,0
14/2/2009,GR,Flims,2100,E,2,3,1,1,0
14/2/2009,VS,Mase,2620,SW,1,3,1,0,0
15/2/2009,UR,Sisikon,2090,N,1,3,1,0,0
15/2/2009,VS,Saillon,2500,E,1,3,1,0,0
15/2/2009,VS,Liddes,2360,NW,1,3,3,0,0
15/2/2009,GR,Saas,2380,W,1,3,3,3,2
15/2/2009,VS,Saint Luc,2560,NW,2,3,1,0,0
15/2/2009,VS,Saint Luc,2840,NW,1,3,1,0,0
16/2/2009,GR,Klosters-Serneus,2380,N,2,3,1,1,1
17/2/2009,GR,Disentis/Mustér,2500,S,2,3,1,0,0
18/2/2009,VS,Mont-Noble,0,,,3,1,0,0
18/2/2009,BE,Hasliberg,2200,N,4,4,2,0,0
18/2/2009,VS,Evolène,0,,1,3,1,0,0
18/2/2009,VS,Zermatt,2820,W,2,3,1,0,0
18/2/2009,VS,Wiler (Lötschen),2400,SE,2,4,1,0,0
20/2/2009,VS,Liddes,0,,1,3,1,0,0
21/2/2009,VS,Hérémence,0,,1,3,1,0,0
25/2/2009,GR,Samnaun,2380,SE,2,3,1,1,0
27/2/2009,VS,Naters,3000,E,2,3,1,0,0
27/2/2009,VS,Riddes,0,,,3,1,0,0
28/2/2009,GR,Klosters-Serneus,2350,W,2,3,1,0,0
28/2/2009,GL,Engi,2100,W,1,2↗︎3,1,0,0
28/2/2009,GR,Davos,2560,NE,2,2↗︎3,1,0,0
28/2/2009,VS,Zermatt,0,,1,2↗︎3,1,0,0
28/2/2009,BE,Wimmis,1925,W,1,2↗︎3,1,0,0
28/2/2009,SG,Altstätten,725,SE,1,(2),1,1,1
1/3/2009,GL,Schwanden,0,,1,2,2,0,0
1/3/2009,GR,Jenaz,1920,NE,1,(2),2,0,0
1/3/2009,GL,Haslen,2100,NW,1,2,1,1,0
2/3/2009,GR,Susch,2600,N,1,2,3,0,0
3/3/2009,VS,Zermatt,0,,,2↗︎3,1,0,0
5/3/2009,VS,Binn,0,E,1,3,3,1,0
5/3/2009,VS,Binn,0,,1,3,1,1,0
7/3/2009,VS,Bagnes,0,,1,3,1,0,0
7/3/2009,VS,Evolène,2800,NE,1,3,3,0,0
7/3/2009,LU,Hasle,1455,NW,2,(3),1,1,1
8/3/2009,VS,Trient,0,,,3,1,0,0
8/3/2009,VS,St-Luc,0,,1,3,1,0,0
8/3/2009,VS,Wiler (Lötschen) / (Blatten?),2200,S,1,3,1,0,0
8/3/2009,VS,Anniviers,0,,1,3,1,0,0
10/3/2009,VS,Trient,1780,NW,1,(3),1,1,0
11/3/2009,VS,Simplon,2360,NE,1,3,1,1,0
11/3/2009,BE,Grindelwald,2100,NE,2,3,1,0,0
11/3/2009,LU,Luthern,1400,N,1,(3),1,1,1
13/3/2009,GR,Disentis/Mustér,2420,SE,2,3,10,0,0
13/3/2009,TI,Dalpe,2600,S,1,2,2,0,0
13/3/2009,VS,Nax,2540,NW,1,3,1,0,0
13/3/2009,GR,Davos,2540,E,2,3,1,0,0
14/3/2009,VS,Nax,2300,NE,1,3,1,1,1
14/3/2009,SG,Amden,1680,NW,1,3,1,1,1
20/3/2009,VS,Liddes,2690,NW,1,2,1,1,1
1/4/2009,BE,Kandersteg,1900,SE,1,2↗︎3,2,1,1
1/4/2009,GR,Samnaun,2440,N,2,2↗︎3,1,1,1
3/4/2009,GR,Sils im Engadin/Segl,2560,S,3,2↗︎3,2,0,0
6/4/2009,GR,Ruschein,2900,S,2,1↗︎3,1,0,0
11/4/2009,VS,Saas-Almagell,3020,NE,1,2↗︎3,2,1,0
12/4/2009,VS,Evolène,3500,,1,1↗︎3,2,1,0
17/4/2009,VS,Zermatt,3420,NW,1,3,1,0,0
17/4/2009,VS,Zermatt,2980,NE,2,3,1,0,0
19/4/2009,UR,Wassen,2800,N,1,2,1,0,0
27/4/2009,VS,Trient,3000,NW,1,2,7,3,1
2/5/2009,GR,Pontresina,2990,NE,1,-,3,3,0
25/5/2009,VS,Saas-Fee,3270,S,1,-,1,0,1
13/6/2009,GR,Poschiavo,3770,SE,1,-,3,0,3
25/6/2009,VS,Zermatt,0,,1,-,1,0,0
2/7/2009,VS,Zermatt,4380,NW,1,-,2,1,0
29/7/2009,GR,Flims,0,S,1,-,1,0,0
30/11/2009,UR,Andermatt,2040,SE,3,3,10,0,0
5/12/2009,OW,Alpnach,1720,E,1,(2),1,0,0
5/12/2009,OW,Giswil,2000,E,1,2,1,0,0
12/12/2009,GR,Tavetsch/Tujetsch,2460,NE,1,2,4,2,0
20/12/2009,NW,Wolfenschiessen,1840,NW,2,3,1,0,0
21/12/2009,VS,Nendaz,2730,NE,2,3,1,0,0
21/12/2009,VS,Vionnaz,1940,SE,1,3,2,1,0
21/12/2009,VS,Trient,2150,N,2,3,2,1,1
22/12/2009,SG,Nesslau Krummenau,1400,N,1,3,2,0,0
22/12/2009,VS,Anniviers,0,,1,3,1,0,0
23/12/2009,VS,Randogne,2500,W,2,3,1,1,0
23/12/2009,VS,Riddes,2340,E,2,3,1,1,0
23/12/2009,VS,Bagnes,2480,NW,2,3,1,0,0
23/12/2009,VS,Hérémence,0,,,3,1,0,0
23/12/2009,VS,Vex,2100,NE,2,3,3,0,0
23/12/2009,GR,Davos,2590,SW,2,(3),1,0,0
25/12/2009,VS,Simplon,2400,SE,1,3,2,1,0
26/12/2009,VS,Vex,2260,E,2,3,3,0,0
26/12/2009,VS,Ayent,2250,SE,2,3,1,0,0
26/12/2009,VS,Nendaz,3150,N,2,3,1,1,0
26/12/2009,VS,Riddes,2700,W,2,3,1,0,0
26/12/2009,VS,Unterbäch,2240,NW,2,3,1,0,0
27/12/2009,GR,St. Moritz,2850,SE,2,3,1,0,0
27/12/2009,VS,Ayent,2550,SE,3,3,2,0,0
27/12/2009,TI,Bedretto,2120,S,1,3,3,0,0
27/12/2009,GR,Mesocco,2430,SE,1,3,1,0,0
27/12/2009,GR,Sumvitg,2700,SE,1,3,2,0,0
27/12/2009,GR,Celerina/Schlarigna,2840,SE,2,3,1,0,0
28/12/2009,GR,Flims,2590,S,2,2,4,0,0
28/12/2009,VS,Mollens,0,,2,3,1,0,0
29/12/2009,TI,Chironico,2660,S,1,2,1,0,0
31/12/2009,VS,Zermatt,2440,N,2,3,2,0,0
31/12/2009,VS,Anniviers,3000,SE,1,3,1,1,0
2/1/2010,VS,Nax,2700,SW,1,3,1,1,0
3/1/2010,GR,Davos,2255,SE,1,3,1,0,0
3/1/2010,UR,Andermatt,2140,S,1,(3),2,0,0
3/1/2010,BE,Diemtigen,2290,SW,1,2,2,1,0
3/1/2010,BE,Diemtigen,2400,W,1,2,3,0,0
3/1/2010,BE,Diemtigen,2320,NW,1,2,12,12,7
3/1/2010,BE,Diemtigen,2310,NW,1,2,1,0,0
3/1/2010,VS,Liddes,2380,E,1,3,2,1,1
12/1/2010,UR,Andermatt,2560,N,2,3,1,0,0
16/1/2010,GR,Davos,2510,NE,2,2,1,0,0
16/1/2010,VS,Leukerbad,0,,,2,1,0,0
16/1/2010,VS,Finhaut,0,,1,2,1,0,0
16/1/2010,TI,Quinto,2630,W,1,2,4,0,0
19/1/2010,BE,Saanen,2060,SE,1,2,1,0,0
19/1/2010,BE,Oberwil im Simmental,1980,SE,1,2,2,0,0
21/1/2010,FR,Charmey,1600,NW,1,(2),1,0,0
23/1/2010,SG,Alt St. Johann,1840,SE,1,2,1,1,0
23/1/2010,VD,Ormont-Dessous,2120,NE,1,2,1,0,0
23/1/2010,GR,Flims,3000,SW,1,(2),2,0,0
24/1/2010,AI,Schwende,1700,NW,1,(2),1,0,0
30/1/2010,VS,Randogne,2050,S,2,3,1,0,0
30/1/2010,GR,La Punt-Chamues-ch,2200,NE,1,2,1,0,0
31/1/2010,TI,Bedretto,2680,SE,1,3,2,1,0
31/1/2010,OW,Alpnach,1780,SE,1,3,1,1,0
31/1/2010,SG,Amden,1580,SE,1,(3),1,0,0
31/1/2010,SG,Amden,1680,NE,1,3,1,1,1
31/1/2010,BE,Adelboden,1810,NW,2,3,1,1,1
31/1/2010,VS,Anniviers,2740,SE,2,3,1,1,1
31/1/2010,BE,Guggisberg,1760,SE,1,3,3,1,0
2/2/2010,FR,Charmey,1620,N,1,3,3,0,0
2/2/2010,VS,Evolène,0,,1,3,1,0,0
3/2/2010,GR,Tavetsch/Tujetsch,2100,NE,2,3,3,0,0
3/2/2010,VS,Nendaz,2480,N,2,3,2,0,0
3/2/2010,NE,Villiers,1360,SE,1,-,4,0,0
4/2/2010,BE,Lauterbrunnen,2170,N,1,3,1,1,1
4/2/2010,GR,Obersaxen,2200,,1,2,1,0,0
5/2/2010,OW,Giswil,1780,N,2,(3),3,0,0
5/2/2010,GR,Vals,2000,NE,1,2,1,1,0
6/2/2010,GR,Davos,1980,E,2,3,1,1,0
6/2/2010,GR,Safien,2100,E,1,3,1,0,0
6/2/2010,VS,Mollens,2450,SE,2,3,1,1,0
6/2/2010,BE,Reichenbach im Kandertal,1950,NW,1,3,2,1,0
6/2/2010,BE,Meiringen,2060,N,1,3,1,1,0
6/2/2010,VS,Anniviers,2800,SW,,3,1,0,0
6/2/2010,VS,Evolène,2450,E,2,3,1,1,0
6/2/2010,FR,Haut-Intyamon,1676,NW,1,3,1,0,0
7/2/2010,VS,Evolène,2300,E,2,3,1,1,0
7/2/2010,BE,Beatenberg,1730,N,1,3,3,2,0
7/2/2010,GR,Churwalden,1920,N,2,(3),2,0,0
7/2/2010,GR,Tinizong Rona,2720,S,1,3,1,1,0
7/2/2010,VS,Zermatt,3070,S,,3,1,0,0
7/2/2010,GR,Peist,2390,W,1,3,2,1,1
8/2/2010,GR,Davos,2120,S,2,3,1,0,0
8/2/2010,BE,Wimmis,1780,SW,1,3,1,1,0
8/2/2010,VS,Naters,2750,SE,1,3,1,0,0
